requirement_match_ratio,mandatory_requirement_match_ratio,document_completeness_ratio,evidence_strength,missing_requirement_count,critical_gap_count,price_competitiveness,experience_years,compliance_class
0.9368971699992906,0.9744812231025122,0.9467117872865227,0.8074566814494046,0,0,1.1661613791144387,15,COMPLIANT
0.5580008742776529,0.42418451176984007,0.510754258449046,0.3034698528359754,4,1,0.8029170681310124,5,NON_COMPLIANT
0.8956045408672,0.9659052223451736,0.9941739123565247,0.9729277163006864,0,0,1.091869125537618,13,COMPLIANT
0.21787454083329605,0.3538871817182716,0.12854305061899055,0.1778416920085998,5,2,1.2326616270202315,3,NON_COMPLIANT
0.5662622479547381,0.4851190049333829,0.5557745241525865,0.2303806175817741,7,2,1.208732332564865,7,NON_COMPLIANT
0.8676289370165657,0.9824605151058031,0.9619067318898135,0.8958421912742899,1,0,0.9001114464360124,19,COMPLIANT
0.7199481707992003,0.7857230228372449,0.6464291185462026,0.7251313574504181,2,0,0.7160715573113106,6,PARTIALLY_COMPLIANT
0.9786979380884059,0.9504515202064775,0.9382618950010908,0.899678495025027,1,0,1.1849105225392722,17,COMPLIANT
0.9339473025230371,0.9504885423709591,0.8989691962365988,0.8794279108461779,0,0,1.1412667429098,3,COMPLIANT
0.9443309345482264,0.9820190373322121,0.9775756342492896,0.9352173170963045,1,0,0.8093858542054397,4,COMPLIANT
0.6488710223942795,0.5622567834323915,0.561108801157226,0.2743193499417316,4,4,0.9596902921612886,3,NON_COMPLIANT
0.3613349804612807,0.5065543567449122,0.30620187836829615,0.16758770220792785,7,4,0.7362314953098879,3,COMPLIANT
0.8772712698500424,0.954295519410141,0.9571178711387374,0.7990585704219639,0,0,0.7940078585981445,6,COMPLIANT
0.6329240722560067,0.8940428730100559,0.8400194752648087,0.5632377660761332,1,0,1.2317388910342046,7,PARTIALLY_COMPLIANT
0.2656066315699531,0.6061658166499135,0.43282377698356767,0.35841759180453947,4,1,0.5624639198159864,2,NON_COMPLIANT
0.3922286553528542,0.35770682919161223,0.3384306458956372,0.44914859124916884,9,2,1.4779000472861887,4,NON_COMPLIANT
0.9961457444665716,0.9993164086780063,0.9268907579532382,0.9835674478659693,0,0,1.1823452394142304,15,COMPLIANT
0.9534668273872182,0.9571970956786116,0.9393039491887906,0.7930276507056944,0,0,1.175711610422783,11,COMPLIANT
0.9767293491234449,0.9611991272932541,0.8858713818151784,0.8780750867217701,0,0,1.1692410791070773,14,COMPLIANT
0.8658210549934946,0.9828390052362147,0.9733154740900338,0.8451050018768906,0,0,0.9205360791253918,13,COMPLIANT
0.7165797761417034,0.7306457891267957,0.8247769704329575,0.5589338076821379,2,1,0.7232493222885183,4,PARTIALLY_COMPLIANT
0.8798410026649466,0.8152854444701749,0.6089084376700025,0.5716253123078157,2,0,0.7334705875366677,2,PARTIALLY_COMPLIANT
0.5540916211333063,0.5329837752340314,0.22204000523124293,0.1757979875359411,3,2,1.225139402595833,0,NON_COMPLIANT
0.8898413654510211,0.9457701114882501,0.7028802872867106,0.4003804569317264,3,1,0.6199007056116843,11,PARTIALLY_COMPLIANT
0.6189622802637872,0.8700616226746308,0.5775081791493483,0.40043987838783396,4,0,0.927351499775839,6,PARTIALLY_COMPLIANT
0.9018902488820444,0.9685519381492301,0.9981474345604087,0.7600272978531206,0,0,0.9569979339043624,11,COMPLIANT
0.35695169895030093,0.39641438277648333,0.2353735025909857,0.3669972591093904,4,1,0.8322938058058842,7,PARTIALLY_COMPLIANT
0.4064258242237607,0.4438552901614133,0.40228143344500633,0.16290537889893492,8,2,0.965108956235931,6,NON_COMPLIANT
0.7491395118164343,0.9233016471377105,0.7227905710018534,0.6412690404714115,1,0,1.190267870958679,11,PARTIALLY_COMPLIANT
0.9977425474542466,0.9514418163460853,0.9007209982725712,0.7769633161405773,0,0,1.166807688917547,6,COMPLIANT
0.5743277287803177,0.8271444804671787,0.5288603272943838,0.6575815206031279,4,0,1.1379212390371283,12,PARTIALLY_COMPLIANT
0.937789131326477,0.9679669495257893,0.9213038601521303,0.8408786143423167,1,0,1.0239111524122178,11,COMPLIANT
0.49680827384231835,0.5619961177325847,0.4525037370603764,0.49698603151110365,7,4,0.9653154744851009,3,NON_COMPLIANT
0.8458672927079249,0.8233233951406731,0.6744231619586611,0.7418055687201346,4,0,0.7405150660310931,13,PARTIALLY_COMPLIANT
0.5758961094706668,0.750822388858989,0.5325149000729418,0.4221087058160609,4,0,0.6679362712185712,2,PARTIALLY_COMPLIANT
0.9762294490465064,0.9923203924657279,0.9932854469085218,0.7886680352208091,0,0,1.085456101872911,11,COMPLIANT
0.9373652615332444,0.9593295048436583,0.8782348299653568,0.7960621628931686,1,0,1.1738980330072284,11,COMPLIANT
0.6035858766795801,0.8856503303831474,0.6247377254194016,0.6036249341680839,4,0,1.259950783853918,10,PARTIALLY_COMPLIANT
0.7132092755810964,0.8090518241205924,0.7983830523876172,0.6188890176083847,1,0,1.2442164777658007,5,NON_COMPLIANT
0.3982890198393292,0.6126371588129002,0.2513023616839787,0.38279376721140057,5,1,1.2806495417715702,2,NON_COMPLIANT
0.6186487724068551,0.8170810768421387,0.8016398457886109,0.5764133026700651,2,0,1.2899340322158144,1,PARTIALLY_COMPLIANT
0.8578499285950995,0.9891424308993328,0.976826621626084,0.9497705364429886,0,0,1.1273375206921317,15,COMPLIANT
0.6421645151983104,0.5807286310549815,0.2891114527530234,0.21234426667160494,8,2,1.4808165824953037,2,NON_COMPLIANT
0.9640008317443147,0.9656299012454149,0.9116023949515424,0.8024225693575502,1,0,1.1018776180058814,16,COMPLIANT
0.46359216126690106,0.36635045890705586,0.4199217531389483,0.4317970545940092,9,4,1.3384443861722142,6,NON_COMPLIANT
0.4626110838051599,0.24498951260509738,0.42154677910949867,0.3748953657351206,7,1,1.3757857809597045,2,NON_COMPLIANT
0.663914146036818,0.8670592542443359,0.750909461459047,0.6034148699562397,3,1,0.749421845308856,10,PARTIALLY_COMPLIANT
0.8889705371596239,0.9817002851549805,0.9309978069573783,0.9449613487877859,1,0,0.8416714741327908,9,COMPLIANT
0.9776091190024682,0.9872987262774359,0.9112777439403875,0.9832345167749886,0,0,1.1691702284105188,14,COMPLIANT
0.39512903839074465,0.2616605848036308,0.45486859626276066,0.49709492179019477,9,1,0.5167110937377263,6,NON_COMPLIANT
0.8589887732981621,0.9758799732526904,0.8686651311920133,0.9905489690694979,1,0,1.16577220355326,15,COMPLIANT
0.4908049466381228,0.5064452416052173,0.49279404202646004,0.32040019430457767,8,1,1.30958012045686,5,NON_COMPLIANT
0.9285086367061549,0.9557384435934608,0.9790209540024153,0.9307035758021209,0,0,1.0958499942266757,19,PARTIALLY_COMPLIANT
0.7657677754894356,0.7466277531260149,0.5620232829374339,0.7055624605341478,4,0,0.8801515245846754,2,PARTIALLY_COMPLIANT
0.9586897430271444,0.9555796499978624,0.9412479250011657,0.8202624375417222,1,0,1.047812326177029,13,COMPLIANT
0.974904061952413,0.9746703350206697,0.9867449370562713,0.9820035591823453,0,0,1.192044731983257,4,COMPLIANT
0.640684371883739,0.786024941007434,0.8466650853215398,0.530992563747757,1,1,0.7360809969505359,11,PARTIALLY_COMPLIANT
0.6587905353596232,0.9460601792004122,0.7911153492807864,0.5644297272374865,3,1,1.2478308229504838,14,PARTIALLY_COMPLIANT
0.4971227522429771,0.604247525145432,0.13634600295939822,0.11659194515778096,9,3,0.5873598146641378,8,NON_COMPLIANT
0.6388563374266205,0.3717457649386663,0.3973880621046231,0.40491346305824527,4,4,0.9184999704668394,6,NON_COMPLIANT
0.25701077400733663,0.29237481240207785,0.56018015695693,0.28264681335988895,9,1,0.5805163526585332,2,NON_COMPLIANT
0.9630213408169721,0.9566235328170963,0.9320373270689686,0.8865619000327127,1,0,0.8303375788702967,15,COMPLIANT
0.6624127406386124,0.8057932098816887,0.8438714411279216,0.45484652172858187,1,0,1.2368294079214115,8,PARTIALLY_COMPLIANT
0.2479415121237674,0.6479953284744258,0.41177477470881785,0.17639281221608116,4,1,1.0386724999816228,0,NON_COMPLIANT
0.6255532391808211,0.8773476863127821,0.8272654687367557,0.5978191324122129,4,0,1.1311968139676862,2,PARTIALLY_COMPLIANT
0.8198976168597878,0.8653163265662729,0.6432707223088374,0.7133944489179767,1,1,1.3331377513340268,4,PARTIALLY_COMPLIANT
0.35075881204931947,0.3492700877458733,0.5599685335896223,0.19301317895411385,8,1,0.87025478392243,2,NON_COMPLIANT
0.9785787485589383,0.991021341012951,0.9160860292018461,0.7831011533741137,1,0,1.0916489914780239,13,COMPLIANT
0.8855753253791429,0.9155679323382347,0.5587624421317546,0.5143871071881062,1,0,0.9348856074344394,3,PARTIALLY_COMPLIANT
0.9641177572925346,0.9780638598784748,0.9656450769931841,0.8734488990910977,0,0,1.0553314448428937,12,COMPLIANT
0.9221412412126455,0.9688155908477498,0.9044783685574338,0.7630671668903991,0,0,0.7540846937753796,3,COMPLIANT
0.4619154562512316,0.7206608169872146,0.5439919269915559,0.4076969516701825,9,4,0.7415595072164014,5,NON_COMPLIANT
0.646086826735,0.49251479584754854,0.38678804387600807,0.49836696595095364,5,1,0.924030445597287,6,NON_COMPLIANT
0.9909248412346283,0.9947413675213824,0.9396849968216627,0.9804685587557792,1,0,0.9852219872026997,10,COMPLIANT
0.9156647582482192,0.965518544455406,0.9643194430675487,0.9840441410416263,1,0,1.1702485992565053,7,COMPLIANT
0.4911815083425422,0.34542424273077293,0.17800690801176897,0.4477827762632197,8,3,1.2740213057670227,3,NON_COMPLIANT
0.4601920725544683,0.25396842725970314,0.567595515228785,0.23475847412590914,3,2,1.478587755849782,8,NON_COMPLIANT
0.7311113532845019,0.9310885865484501,0.692179127899053,0.6040494679014105,1,1,0.6242713974546545,12,PARTIALLY_COMPLIANT
0.9098650282110584,0.9861574743232314,0.8920501691187281,0.9218515910340594,0,0,0.7330049220701207,5,COMPLIANT
0.8332699900585459,0.8176344836975686,0.8321420704418585,0.6966252171317195,3,0,1.118167259832184,8,PARTIALLY_COMPLIANT
0.5546648062855599,0.2695891219735679,0.40515389077004793,0.4983626561545369,6,2,1.2858716255931055,8,NON_COMPLIANT
0.8730536564266307,0.9786303616441011,0.8915518786488968,0.9803268780532439,1,0,1.070282361629755,14,COMPLIANT
0.8226736300258144,0.7651583636892503,0.5570208075505667,0.5178866888386099,4,0,0.7489320285968561,12,PARTIALLY_COMPLIANT
0.892347075131608,0.9792648414167155,0.8884619541548413,0.9834944935361298,1,0,1.0306713394723621,17,COMPLIANT
0.4210324401933214,0.5733858517891164,0.17292777944175228,0.20312156679678772,3,4,0.9996929185709734,6,NON_COMPLIANT
0.9073199363238982,0.9650904684831346,0.8556095485613195,0.8763413141264824,0,0,1.1566148431396353,5,COMPLIANT
0.4616821254448455,0.6957563426081262,0.11066103674035635,0.16201374455912068,8,2,0.5658280465500954,8,NON_COMPLIANT
0.5834376726726831,0.7990060865755865,0.8441345027653395,0.6829611013170019,1,0,1.1127334197152603,3,PARTIALLY_COMPLIANT
0.8261420157483028,0.9325067094720405,0.5412672091370995,0.4811947447442909,3,0,1.227491156352933,2,PARTIALLY_COMPLIANT
0.5602611630725751,0.714566078385263,0.7362691907567132,0.6683696907994663,4,1,1.3032255775011767,1,PARTIALLY_COMPLIANT
0.5779261932719002,0.8044923858966317,0.8300194489871148,0.6525291229451983,1,1,1.272739075018768,13,PARTIALLY_COMPLIANT
0.5643732308113141,0.7178847054725941,0.6137680332633556,0.4814728895531177,4,1,0.9921030890692772,13,PARTIALLY_COMPLIANT
0.43627394351070503,0.5001328415432134,0.24044346830483146,0.28512115126363347,8,4,1.3856218234589472,2,NON_COMPLIANT
0.9025298021534829,0.9808609791497229,0.9827211920545976,0.8078394105648523,0,0,1.0832979723560259,13,COMPLIANT
0.8899265764862737,0.8818105798924947,0.6223786831617832,0.4324957802857172,1,1,1.1423960300471159,1,PARTIALLY_COMPLIANT
0.9311136252831035,0.9983984898384978,0.8882773343161345,0.9646175631495657,1,0,0.7550088605637717,16,COMPLIANT
0.9344519414757495,0.9678310899413026,0.8932304040775058,0.8142479338277369,0,0,0.7852651946968876,11,COMPLIANT
0.49896291641423757,0.3259155818023162,0.16945042314406714,0.1806459448119486,3,3,0.6483782912014763,9,NON_COMPLIANT
0.8046576701566601,0.8698291663283884,0.6646752516813887,0.5357644851331055,3,1,0.8664684384750982,3,PARTIALLY_COMPLIANT
0.9323100684049879,0.9845947598846346,0.94779418892539,0.80606732736514,0,0,0.7090376818077604,16,NON_COMPLIANT
0.9807121051286282,0.9836351497104449,0.9695022095787058,0.8126169746981248,1,0,1.1676485492726638,18,COMPLIANT
0.707267620802402,0.9234724406805479,0.8030209428246264,0.5534432663257444,1,1,0.8403278870294375,11,PARTIALLY_COMPLIANT
0.7101408925806942,0.7851908723372217,0.66373500366334,0.5089955138584056,2,0,0.761152103937893,8,PARTIALLY_COMPLIANT
0.9401197669663297,0.9951861983587635,0.9983777364720039,0.935838205723406,1,0,0.8158358506917216,15,COMPLIANT
0.2588736928580986,0.27537862076363195,0.4863782193280338,0.4422916336566963,5,1,1.334575864994953,6,NON_COMPLIANT
0.852204008298243,0.9689547024335968,0.9006018320153639,0.7548319077294002,1,0,1.1744229779155653,5,COMPLIANT
0.8988099547238901,0.9873245702559011,0.9474449348570821,0.9623058526235445,0,0,0.8540303959261946,18,COMPLIANT
0.9232964785606999,0.9885203708903897,0.9524943064909758,0.8614756765941871,1,0,0.9342697083842921,6,COMPLIANT
0.5445147069396568,0.6504216058712363,0.1624519723135837,0.4907445875186255,3,4,1.4367194793273512,1,NON_COMPLIANT
0.41467247197259705,0.6366474200729799,0.41502236032067663,0.2896252496618031,9,3,1.406946003148664,3,NON_COMPLIANT
0.4899227896863546,0.5121218097145845,0.35763981205604267,0.10946174923932511,4,4,1.1439944728541982,4,NON_COMPLIANT
0.695156422729549,0.7090381651353223,0.6124974472340847,0.6672429319207849,3,0,0.931421478071906,5,PARTIALLY_COMPLIANT
0.218477335102507,0.5743775936498966,0.4408975944613144,0.232092240134334,4,1,0.7661121161999234,2,NON_COMPLIANT
0.7966051112466725,0.7247986325282196,0.8181106041352637,0.4752578992746646,1,0,0.7781986595033508,8,PARTIALLY_COMPLIANT
0.9300217713859439,0.9526378307416045,0.9185408274847373,0.9855394792574983,1,0,1.0525316421026896,3,COMPLIANT
0.3013696004127748,0.28898372176299664,0.29999729840474987,0.3851011020774783,4,3,0.6290533865094061,9,NON_COMPLIANT
0.9024694092711387,0.9931248253700793,0.8849609217836252,0.9237968665525165,1,0,1.1710291097442977,11,COMPLIANT
0.9871662594231008,0.9920316322409563,0.9771460494263883,0.9428924315139565,0,0,0.868225175908755,9,COMPLIANT
0.882449916644624,0.9721288672966407,0.8572544066573171,0.9551218961200687,1,0,0.7997057988792675,6,COMPLIANT
0.34728213960689924,0.5796428579861945,0.1305168592866189,0.44293385796915075,5,4,1.4854962713920856,6,NON_COMPLIANT
0.7476844733801639,0.9152326206446739,0.787576309007575,0.4428010524132099,3,0,0.869914264999013,13,PARTIALLY_COMPLIANT
0.8706170366726753,0.8017005696585952,0.594376751573864,0.43418137688352815,2,0,0.8083900632458793,12,PARTIALLY_COMPLIANT
0.8049234931167967,0.8195242547045554,0.6768292672305859,0.6979225849056604,3,0,1.0563098602940246,13,PARTIALLY_COMPLIANT
0.37280676337723295,0.5427924366310397,0.32001657650200266,0.25697793767077,7,3,0.7418349949544655,0,NON_COMPLIANT
0.2691848128627802,0.7212114968330026,0.37142767551566946,0.12537972146401516,9,3,1.305887227795081,0,NON_COMPLIANT
0.8753785072266946,0.7019885453196351,0.82266096995491,0.41903543810055033,3,0,1.247331043958221,1,PARTIALLY_COMPLIANT
0.5925289093381831,0.9025173270573068,0.6684466526790659,0.5577181987878592,2,1,0.6344017323556576,4,PARTIALLY_COMPLIANT
0.3665351526757926,0.4182716107847231,0.1554960922025487,0.19586447433047655,7,2,0.6592005610439271,0,NON_COMPLIANT
0.8783793688585532,0.9860191999293223,0.9266670457734251,0.90107824556008,0,0,1.0965315141853278,18,COMPLIANT
0.8801750545484586,0.7912709183211002,0.8194044762736881,0.6731826309649576,4,0,1.0251887418436039,14,PARTIALLY_COMPLIANT
0.49321365602051237,0.4331722290007826,0.21403746972089518,0.128014090132466,5,1,1.4903260945268655,4,NON_COMPLIANT
0.24128185154542883,0.29217036582821077,0.28350087106544186,0.3256999819051963,5,3,0.8313710462860002,7,NON_COMPLIANT
0.5618374506500318,0.8010825148368855,0.7746572899301347,0.6852034552379062,3,1,0.7807894125291939,7,PARTIALLY_COMPLIANT
0.7495838048560303,0.8420902956089436,0.73885764706664,0.4298891922472784,2,0,1.368593457382935,1,PARTIALLY_COMPLIANT
0.8937156179752344,0.724061622785179,0.7062241032084171,0.6192623493389195,2,1,0.675127971864824,2,PARTIALLY_COMPLIANT
0.6755259594405337,0.8874691136494899,0.8312336466208188,0.5322363993457168,3,0,0.9455900739401257,4,PARTIALLY_COMPLIANT
0.40364959787685556,0.22021078214295478,0.23021761671175126,0.18524912004222338,8,1,1.0988699772268413,7,NON_COMPLIANT
0.394892527034153,0.44464183333978996,0.5944017626163256,0.1772628413078619,6,4,1.051788781106658,7,NON_COMPLIANT
0.8847070954565271,0.9751213643583188,0.9597229539554674,0.9895295022298585,0,0,1.1182492453090167,9,COMPLIANT
0.854418998804874,0.8080061999084354,0.7829276415618858,0.4921912641845456,3,0,0.7505175417675272,5,PARTIALLY_COMPLIANT
0.7119041153273066,0.8510602410242747,0.6187079568648135,0.5044368226544582,3,1,1.2188153521936824,1,PARTIALLY_COMPLIANT
0.7443421629127791,0.7249829692636024,0.7817561926321197,0.5294610189768437,3,0,0.7999009681323821,11,PARTIALLY_COMPLIANT
0.9184475230826443,0.9585384130001668,0.8900814843229111,0.8772783462968805,1,0,1.0908177227216052,13,COMPLIANT
0.9841606582972761,0.9911803210399095,0.9848181834606021,0.8882779927645928,0,0,0.9744364007712998,4,COMPLIANT
0.9582582329075768,0.9635773523705621,0.9103669956150503,0.7756870631131059,0,0,0.9555645696186148,8,COMPLIANT
0.8667820924823686,0.9758212194109306,0.967978357358627,0.9856328268800292,1,0,1.140845305921754,15,COMPLIANT
0.7639735607712996,0.8307068818277321,0.5026942310341495,0.6905228802685228,4,1,1.0675591234492101,2,PARTIALLY_COMPLIANT
0.9405689135929177,0.9649463075049166,0.9116224593351141,0.8044249497143081,1,0,0.9218507235148339,9,COMPLIANT
0.7950558922255972,0.8684409586574435,0.6354179251895222,0.6389896755989911,2,0,0.9781655189090313,11,PARTIALLY_COMPLIANT
0.5302139212740082,0.47384318642057927,0.2692168621154635,0.3501878737621287,3,2,0.5615087411682818,2,NON_COMPLIANT
0.8315387564203207,0.7517712062219275,0.6175698457873413,0.44698344668281026,3,1,0.8393042365049954,9,PARTIALLY_COMPLIANT
0.8030499858578122,0.793460021491363,0.7049080939001036,0.5758056668075562,2,1,0.8626858818617643,12,PARTIALLY_COMPLIANT
0.9181566001839941,0.9922178541369808,0.8647123871176366,0.8720602842554446,1,0,1.1323301960702088,18,COMPLIANT
0.5792082405082277,0.8928599422735901,0.5167357234601766,0.6512700406029583,2,1,1.1181276685122357,10,PARTIALLY_COMPLIANT
0.4921646264583541,0.379537131687781,0.12514143517723927,0.2617267254458749,4,4,0.6823468058777228,0,NON_COMPLIANT
0.4023805254814883,0.4863135587784345,0.37238779783601195,0.2326110764125988,7,4,1.268481229287306,6,NON_COMPLIANT
0.8761316012607087,0.9981445817089019,0.8763369666451925,0.7943894799283057,1,0,1.1996036494717204,19,COMPLIANT
0.3074211613319302,0.6597700455759459,0.46092137487761986,0.1936391676095998,3,1,1.1647969910304585,5,NON_COMPLIANT
0.3961705209010077,0.7419726309143473,0.12841953053990982,0.38713191045635653,8,2,1.0005396771321253,9,NON_COMPLIANT
0.8112304361773239,0.9325635799962639,0.8176514963871432,0.4199335035534884,2,0,1.1486521329376358,7,PARTIALLY_COMPLIANT
0.4391155387196025,0.5835609382482058,0.27000463345395265,0.1259516872375754,8,4,1.1016357358233364,0,NON_COMPLIANT
0.6138295853761984,0.6235203630301706,0.39919473208390466,0.10871940370533184,5,4,0.5574595572249063,4,NON_COMPLIANT
0.7250925776171117,0.9136057400819045,0.7057909869296219,0.4969046809378048,4,0,0.6995526486087553,12,PARTIALLY_COMPLIANT
0.6906108218987426,0.7177269805829604,0.7686273433883775,0.42493843986247776,3,1,0.8167579798658208,4,PARTIALLY_COMPLIANT
0.943653107220069,0.9647816842918857,0.8658241389745406,0.8641336426207276,1,0,0.7932850294430178,13,COMPLIANT
0.5341232272283142,0.3291598270311431,0.24666375164537915,0.3278084586532134,5,2,0.7174931828201144,7,NON_COMPLIANT
0.9183491232329638,0.9802849620229938,0.9537795862241266,0.8457673424316267,1,0,0.9055744661700693,5,COMPLIANT
0.760786075221863,0.9447354530453443,0.6277785716318219,0.5603083371867562,3,0,0.9671332194389881,7,PARTIALLY_COMPLIANT
0.9639016491884299,0.975022265456537,0.9313545497469607,0.9878696399164978,1,0,0.9395909388148654,14,COMPLIANT
0.9014760785810925,0.9780792180483454,0.8609713764217426,0.941160893153528,1,0,0.9719389605805587,5,COMPLIANT
0.9307205601566327,0.9734409479007621,0.894064280954108,0.8193366904311573,1,0,0.9877505092345295,10,COMPLIANT
0.9788225156752232,0.9838470391498418,0.9756862562277705,0.9646910698373681,0,0,0.9072580324083961,11,COMPLIANT
0.486364614574989,0.6118847038162639,0.22449163311575712,0.2858584004563155,6,3,0.7981155533941034,8,NON_COMPLIANT
0.8577503082486941,0.9752397799152264,0.9577680920983825,0.9656601177872948,0,0,1.1807566694915423,5,COMPLIANT
0.37666523040889677,0.3000021887231939,0.4006250987360883,0.43169225179022075,8,4,1.1105225557736857,1,NON_COMPLIANT
0.7254887675083636,0.9183460410927619,0.529400600082219,0.6385341104603276,3,0,1.1707658883472352,11,PARTIALLY_COMPLIANT
0.7331172887630425,0.79061496215364,0.5867076574122905,0.543036592577269,3,0,1.368690253025584,9,PARTIALLY_COMPLIANT
0.9808203550033715,0.9772423879542258,0.9637637526803666,0.938526920079041,0,0,0.8024406370753563,17,COMPLIANT
0.7079011150898162,0.7388583259814347,0.7582952337963066,0.7219771561234882,2,1,0.8390561878491339,6,PARTIALLY_COMPLIANT
0.3010776124061909,0.22957632037179368,0.4896133255411277,0.35643451358386335,4,4,0.5474942246823222,0,NON_COMPLIANT
0.691013463860852,0.7006383970670159,0.6789223601639716,0.467621569708648,1,1,1.1974784970368946,11,PARTIALLY_COMPLIANT
0.7766064233129368,0.7853767776710109,0.7728517571014444,0.6013229025719804,2,0,0.7941719894388665,1,PARTIALLY_COMPLIANT
0.451747960176304,0.2620359115347292,0.17806004408834755,0.492870101972364,4,1,1.084436189621471,3,NON_COMPLIANT
0.9234556047786783,0.9881285556395776,0.9750066436647495,0.8370067407971798,0,0,0.9654295171442379,8,COMPLIANT
0.2524280518202335,0.7080961984768204,0.5243596644638071,0.29446578629935877,8,4,0.7896460103807249,7,COMPLIANT
0.5677518885918915,0.2476615729667942,0.2461473829309079,0.11827029542654129,9,2,0.5392836822267905,4,NON_COMPLIANT
0.5920321679390015,0.21605863711071444,0.3663796363217372,0.44911931915960857,8,4,1.482546201951122,2,NON_COMPLIANT
0.811361370379408,0.8406666951640832,0.5291559040891287,0.4649530828742444,2,0,0.8053014431321822,6,PARTIALLY_COMPLIANT
